Continent,Country,ClusterCode,PlotCode,PlotViewID,Census.Int,PlotID,Plot.Name,Plot.View.Name,N_plots,PlotArea,Lat,Lon,Alt,rec.rate,mort.rate,N_ini.ha,N_int.ha,N_fin.ha,N_rec.ha.yr,N_mor.ha.yr,N_change.ha.yr,BA_ini.ha,BA_int.ha,BA_fin.ha,BA_gainrec.ha.yr,BA_gainsurv.ha.yr,BA_mor.ha.yr,BA_gain.ha.yr,BA_netchange.ha.yr,AGB_ini.ha,AGB_int.ha,AGB_fin.ha,AGB_mort_act.ha.yr,AGB_gain_rec.ha.yr,AGB_gain_surv.ha.yr,AGB_mort_unobs.ha.yr,AGB_rec_unobs.ha.yr,AGBGain_tot.ha.yr,AGBMor_tot.ha.yr,AGBnetchange.ha.yr,WD_mean_ini,WD_mean_int,WD_mean_fin,WD_change.yr,WD_ba_ini,WD_ba_int,WD_ba_fin,H_mean_ini,H_mean_int,H_mean_fin,H_change.yr,mean_growth.mm.yr,neg_growth.trees.ha,neg_growth.pc.trees,int_ini,int_fin,mid_int_date,int_c_length,AGBnetchange_rel,AGBGain_rel,AGBMor_rel,AGBnetchange_N,AGBGain_N,AGBMor_N,CRT,tot_monitor_length,AGBnetchange_change,AGBGain_change,AGBMor_change,merged
africa,CAMEROON,DJK,DJK-01,301,7,1511,Dja Somolomo Mono-dominant Block 1,Main Plot View,1,1,3.325639,12.716056,647,0.003045772,0.003045772,316,316,316,0.962463908,0.962463908,0,31.72568679,31.87385097,32.02201516,0.007559174,0.292462169,0.014815981,0.300021343,0.285205362,484.601981,487.1177223,489.6334637,0.115477284,0.04866445,4.909433344,0,0.00069727,4.958795064,0.116174555,4.842620509,0.700684543,0.700684543,0.700684543,0,0.713616386,0.713592738,0.71356909,33.06675927,33.08741431,33.10806935,0.039759456,1.451334464,5,1.582278481,2011.204,2012.243,2011.7235,1.039,0.999298538,1.023271728,0.02397319,0.015324748,0.015585503,0.115477284,97.72575288,9.0485,2.335827381,-0.171829421,-2.507656803,no
africa,CAMEROON,DJK,DJK-01,301,8,1511,Dja Somolomo Mono-dominant Block 1,Main Plot View,1,1,3.325639,12.716056,647,0.006291366,0.012582731,316,315,314,1.988071571,3.976143141,-1.988071571,32.02201516,31.68761343,31.35321171,0.015928125,0.435601652,1.116344339,0.451529776,-0.664814562,489.6334637,483.6113871,477.5893105,19.80879452,0.103137265,7.733337992,0.107565008,0.000720361,7.944760627,19.91707989,-11.97231926,0.700684543,0.7006929,0.700701258,1.66E-05,0.71356909,0.713672088,0.713775086,33.10806935,33.02721283,32.94635631,-0.160748542,1.640796248,10,3.174603175,2012.243,2013.249,2012.746,1.006,-2.445159523,1.622593474,4.067752997,-0.038007363,0.02478634,4.95219863,61.62973143,9.0485,-16.44492887,2.920259719,19.36518859,no
africa,CAMEROON,DJK,DJK-01,301,9,1511,Dja Somolomo Mono-dominant Block 1,Main Plot View,1,1,3.325639,12.716056,647,0.006754429,NA,314,315,316,2.120890774,0,2.120890774,31.35321171,31.49437721,31.63554271,0.016824844,0.282571767,0,0.299396612,0.299396612,477.5893105,479.8075378,482.0257651,0,0.108632458,4.595985348,0,0.000768522,4.705386328,0.000768522,4.704617806,0.700701258,0.70080949,0.700917722,0.000229548,0.713775086,0.713739156,0.713703227,32.94635631,32.95356762,32.96077892,0.015294391,1.540009861,8,2.53968254,2013.249,2014.192,2013.7205,0.943,0.985076027,0.985236944,0.000160917,0.014935295,0.014636896,0,101.498427,9.0485,17.11332691,-3.324139865,-20.43746677,no
africa,CAMEROON,DJK,DJK-02,302,1,1512,Dja Somolomo Mixed Block 1,Main Plot View,1,1,3.33,12.719028,722,0.002348603,0.009394413,410,408.5,407,0.962927299,3.851709196,-2.888781897,26.42608623,26.54737605,26.66866588,0.008179939,0.292756504,0.067349878,0.300936443,0.233586565,320.7065788,322.6898156,324.6730524,0.458408719,0.053128657,4.224705743,0.007453826,0.001964944,4.287253169,0.467827489,3.81942568,0.621253659,0.621344591,0.621435523,0.000175122,0.635181947,0.6353047,0.635427453,28.58841415,28.63461133,28.68080851,0.088969047,1.361379974,75,18.35985312,2005.1505,2006.189,2005.66975,1.0385,1.190940857,1.336814849,0.145873992,0.009349879,0.010405679,0.11460218,74.80467474,9.0445,NA,NA,NA,no
africa,CAMEROON,DJK,DJK-02,302,2,1512,Dja Somolomo Mixed Block 1,Main Plot View,1,1,3.33,12.719028,722,0.009721078,0.014581617,407,406,405,3.956478734,5.934718101,-1.978239367,26.66866588,26.79196514,26.91526441,0.034284067,0.30308989,0.093458497,0.337373957,0.24391546,324.6730524,326.6801815,328.6873105,0.793246516,0.161637117,4.602191071,0.010124611,0.002016528,4.775969328,0.805387656,3.970581672,0.621435523,0.620884428,0.620333333,-0.001090198,0.635427453,0.635563424,0.635699394,28.68080851,28.72495413,28.76909975,0.087330611,1.676557864,31,7.63546798,2006.189,2007.2,2006.6945,1.011,1.222947714,1.471008848,0.248061134,0.009779758,0.011476786,0.132207753,67.98055643,9.0445,0.147505237,0.476912573,0.329407335,no
africa,CAMEROON,DJK,DJK-02,302,3,1512,Dja Somolomo Mixed Block 1,Main Plot View,1,1,3.33,12.719028,722,0.020385022,0.012740639,405,406.5,408,8.255933953,5.15995872,3.095975232,26.91526441,26.88430244,26.85334047,0.068892955,0.306350673,0.439148615,0.375243628,-0.063904987,328.6873105,328.0850873,327.4828642,5.666942166,0.374571174,4.049392353,0.044507535,0.002103627,4.470574689,5.713553328,-1.242978639,0.620333333,0.620314366,0.6202954,-3.91E-05,0.635699394,0.635580719,0.635462044,28.76909975,28.75401017,28.73892059,-0.031144646,1.769128704,26,6.396063961,2007.2,2008.169,2007.6845,0.969,-0.378164474,1.360129992,1.738294466,-0.003057758,0.010123481,1.133388433,73.52238433,9.0445,-5.266222537,-0.308479433,4.957743103,no
africa,CAMEROON,DJK,DJK-02,302,4,1512,Dja Somolomo Mixed Block 1,Main Plot View,1,1,3.33,12.719028,722,0.004754569,0.007131854,408,407.5,407,1.93986421,2.909796314,-0.969932105,26.85334047,26.93566395,27.01798742,0.016007344,0.379178959,0.235489946,0.395186303,0.159696357,327.4828642,328.6054979,329.7281315,3.105580657,0.123785805,5.159551744,0.028630169,0.001980292,5.313948009,3.136191118,2.177756892,0.6202954,0.62107087,0.621846341,0.001504308,0.635462044,0.635400459,0.635338875,28.73892059,28.75668771,28.77445482,0.03446579,1.997483939,33,8.098159509,2008.169,2009.2,2008.6845,1.031,0.664998731,1.622664448,0.957665717,0.005344189,0.012739634,1.035193552,61.6270358,9.0445,3.420735531,0.84337332,-2.57736221,no
africa,CAMEROON,DJK,DJK-02,302,5,1512,Dja Somolomo Mixed Block 1,Main Plot View,1,1,3.33,12.719028,722,0.00745299,0.022358971,407,404,401,3.033367037,9.100101112,-6.066734075,27.01798742,27.03084321,27.043699,0.024628466,0.280323614,0.278954527,0.30495208,0.025997553,329.7281315,330.2604507,330.7927698,2.764664482,0.163214848,3.677929151,0.03477659,0.002067854,3.877988443,2.801508926,1.076479517,0.621846341,0.622167073,0.622487805,0.000648598,0.635338875,0.635333433,0.635327992,28.77445482,28.81426465,28.85407447,0.080505208,1.561254403,42,10.3960396,2009.2,2010.189,2009.6945,0.989,0.326474879,1.17611695,0.849642071,0.002664553,0.009241028,0.307184942,85.02555807,9.0445,-1.090373638,-1.421742145,-0.331368507,no
africa,CAMEROON,DJK,DJK-02,302,6,1512,Dja Somolomo Mixed Block 1,Main Plot View,1,1,3.33,12.719028,722,0.004887341,0.009774681,401,400,399,1.959823616,3.919647232,-1.959823616,27.043699,26.98869482,26.93369063,0.016335974,0.280990912,0.405125381,0.297326886,-0.107798495,330.7927698,330.235447,329.6781242,5.045741635,0.103782858,3.849704433,0.046118617,0.002006478,4.001612386,5.093866731,-1.092254345,0.622487805,0.622845639,0.623203474,0.000701293,0.635327992,0.635440371,0.63555275,28.85407447,28.86188862,28.86970276,0.015314344,1.412953642,49,12.25,2010.189,2011.2095,2010.69925,1.0205,-0.330192932,1.209703703,1.539896635,-0.002730636,0.009696988,1.261435409,82.66487053,9.0445,-2.158481077,0.123039506,2.281520582,no
africa,CAMEROON,DJK,DJK-02,302,7,1512,Dja Somolomo Mixed Block 1,Main Plot View,1,1,3.33,12.719028,722,0.002470444,0.007411333,399,397.5,396,0.985707245,2.957121735,-2.957121735,26.93369063,26.99992954,27.06616845,0.013901044,0.334611359,0.217928055,0.348512403,0.130584348,329.6781242,330.6102888,331.5424533,2.530568327,0.093591332,4.274659659,0.025609999,0.002018679,4.395879669,2.558197005,1.837682664,0.623203474,0.623422987,0.6236425,0.000432751,0.63555275,0.635463675,0.635374599,28.86970276,28.88805327,28.90640377,0.036176456,1.851632344,13,3.270440252,2011.2095,2012.224,2011.71675,1.0145,0.557417229,1.333385307,0.775968078,0.004623101,0.010821923,0.843522776,74.99707659,9.0445,2.879544972,0.387486274,-2.492058698,no
africa,CAMEROON,DJK,DJK-02,302,8,1512,Dja Somolomo Mixed Block 1,Main Plot View,1,1,3.33,12.719028,722,0.022772818,0.010121253,396,398.5,401,9.018036072,4.008016032,5.01002004,27.06616845,27.22229618,27.37842391,0.074379882,0.304111205,0.065609865,0.378491087,0.312881223,331.5424533,333.5351687,335.5278841,0.435745766,0.483711712,3.945451685,0.007419184,0.00205875,4.43864133,0.4452237,3.99341763,0.6236425,0.624557052,0.625471605,0.00183277,0.635374599,0.635476275,0.635577952,28.90640377,28.91436744,28.9223311,0.015959248,1.722833422,13,3.262233375,2012.224,2013.222,2012.723,0.998,1.204496616,1.33878521,0.134288594,0.010021123,0.010064928,0.108936441,74.69458075,9.0445,2.142345308,0.042496061,-2.099849248,no
africa,CAMEROON,DJK,DJK-02,302,9,1512,Dja Somolomo Mixed Block 1,Main Plot View,1,1,3.33,12.719028,722,0.015377794,0.01794076,401,400.5,400,6.166495375,7.194244604,-1.027749229,27.37842391,27.35146944,27.32451497,0.057187964,0.317189465,0.429782306,0.37437743,-0.055404876,335.5278841,335.4014286,335.2749732,4.728135159,0.297677824,4.170528362,0.046077331,0.002107916,4.516391434,4.776320406,-0.259928972,0.625471605,0.625251773,0.625031941,-0.000451864,0.635577952,0.635440187,0.635302423,28.9223311,28.94811854,28.97390598,0.053006042,1.726827385,22,5.493133583,2013.222,2014.195,2013.7085,0.973,-0.077468665,1.346055469,1.423524134,-0.000649011,0.010585097,0.67544788,74.2911435,9.0445,-4.315927552,0.078894067,4.39482162,no
africa,CAMEROON,DJK,DJK-03,303,1,1513,Dja Somolomo Mono-dominant Block 2,Main Plot View,1,1,3.355111,12.722917,639,0.01407838,0.002815676,347,349,351,4.885197851,0.97703957,3.90815828,31.84004311,31.68567978,31.53131645,0.039938283,0.214150109,0.555726561,0.254088392,-0.301638169,476.9528662,474.1993264,471.4457866,9.385823873,0.231276293,3.773912854,0.050075718,0.000427262,4.055692127,9.436326852,-5.380634726,0.70032853,0.699789265,0.69925,-0.001053767,0.705522768,0.705467639,0.70541251,32.77806426,32.74651804,32.71497183,-0.061643802,0.705953447,80,22.9226361,2005.1575,2006.181,2005.66925,1.0235,-1.128127139,0.850333946,1.978461085,-0.015417291,0.010907263,9.385823873,117.6008561,9.0265,NA,NA,NA,no
africa,CAMEROON,DJK,DJK-03,303,2,1513,Dja Somolomo Mono-dominant Block 2,Main Plot View,1,1,3.355111,12.722917,639,NA,0.0248942,351,346.5,342,0,8.737864078,-8.737864078,31.53131645,31.49054329,31.44977013,0,0.154493156,0.233664341,0.154493156,-0.079171185,471.4457866,471.60923,471.7726734,2.455385149,0,2.772751005,0.022525863,0.000424742,2.79570161,2.478335754,0.317365856,0.69925,0.699240385,0.699230769,-1.87E-05,0.70541251,0.70545124,0.70548997,32.71497183,32.77461392,32.83425602,0.115809894,0.476920456,61,17.6046176,2006.181,2007.211,2006.696,1.03,0.067317572,0.593005959,0.525688388,0.000915919,0.008107459,0.272820572,168.6323694,9.0265,5.549550117,-1.227163882,-6.776713999,no
africa,CAMEROON,DJK,DJK-03,303,3,1513,Dja Somolomo Mono-dominant Block 2,Main Plot View,1,1,3.355111,12.722917,639,0.006104335,NA,342,343,344,2.087682672,0,2.087682672,31.44977013,31.60055126,31.75133239,0.017065604,0.297717553,0,0.314783157,0.314783157,471.7726734,474.1002518,476.4278302,0,0.110668783,4.74857629,0,0.000456676,4.859701748,0.000456676,4.859245072,0.699230769,0.69938864,0.699546512,0.000329585,0.70548997,0.705478279,0.705466588,32.83425602,32.83997413,32.84569223,0.011937594,1.577970675,5,1.457725948,2007.211,2008.169,2007.69,0.958,1.029997146,1.030093946,9.68E-05,0.014166895,0.013884726,0,97.07852414,9.0265,4.569294986,2.076458891,-2.492836095,no
africa,CAMEROON,DJK,DJK-03,303,4,1513,Dja Somolomo Mono-dominant Block 2,Main Plot View,1,1,3.355111,12.722917,639,0.00845871,0.00281957,344,345,346,2.909796314,0.969932105,1.93986421,31.75133239,31.94396975,32.13660711,0.023006605,0.359734451,0.009050743,0.382741056,0.373690313,476.4278302,479.6347745,482.8417189,0.061246233,0.152472996,6.129809791,0,0.000424469,6.282707256,0.061670701,6.221036555,0.699546512,0.699663746,0.69978098,0.000227418,0.705466588,0.705479371,0.705492155,32.84569223,32.87065006,32.89560788,0.048414793,1.490245537,17,4.927536232,2008.169,2009.2,2008.6845,1.031,1.305766826,1.318711221,0.012944395,0.01803199,0.017871166,0.061246233,75.83161379,9.0265,1.369322758,1.430875323,0.061552565,no
africa,CAMEROON,DJK,DJK-03,303,5,1513,Dja Somolomo Mono-dominant Block 2,Main Plot View,1,1,3.355111,12.722917,639,0.005844638,0.002922319,346,346.5,347,2.022244692,1.011122346,1.011122346,32.13660711,32.14704819,32.15748927,0.016203503,0.056145248,0.051234325,0.072348751,0.021114425,482.8417189,483.042426,483.2431332,0.544683605,0.09309173,0.857470824,0.004714673,0.000442214,0.955719441,0.549840492,0.405878949,0.69978098,0.699554283,0.699327586,-0.000458436,0.705492155,0.70547359,0.705455025,32.89560788,32.89943562,32.90326336,0.007740622,0.328248414,44,12.6984127,2009.2,2010.189,2009.6945,0.989,0.084060456,0.197936384,0.113875929,0.001171368,0.002485423,0.544683605,505.2128253,9.0265,-5.757581788,-5.274245362,0.483336427,no
africa,CAMEROON,DJK,DJK-03,303,6,1513,Dja Somolomo Mono-dominant Block 2,Main Plot View,1,1,3.355111,12.722917,639,0.002854724,0.005709449,347,346.5,346,0.990589401,1.981178801,-0.990589401,32.15748927,32.25141975,32.34535023,0.007780071,0.213544276,0.035231273,0.221324347,0.186093073,483.2431332,485.1010569,486.9589807,0.289265425,0.045788906,3.924355707,0,0.000433114,3.970577726,0.289698539,3.680879187,0.699327586,0.699238506,0.699149425,-0.000176484,0.705455025,0.705443559,0.705432093,32.90326336,32.93917725,32.97509114,0.071151841,0.574254725,48,13.85281385,2010.189,2011.1985,2010.69375,1.0095,0.761703361,0.821652177,0.059948817,0.010623028,0.011374944,0.144632713,121.7060001,9.0265,3.277458332,3.017121126,-0.260337206,no
africa,CAMEROON,DJK,DJK-03,303,7,1513,Dja Somolomo Mono-dominant Block 2,Main Plot View,1,1,3.355111,12.722917,639,0.002796491,0.002796491,346,346,346,0.967585873,0.967585873,0,32.34535023,32.41965871,32.4939672,0.008062205,0.164338581,0.028601108,0.172400786,0.143799678,486.9589807,488.1710141,489.3830475,0.297833355,0.052801748,2.590524369,0,0.000422906,2.643749023,0.298256261,2.345492762,0.699149425,0.699139554,0.699129683,-1.91E-05,0.705432093,0.705401839,0.705371585,32.97509114,32.9822674,32.98944366,0.013887293,0.869424988,14,4.046242775,2011.1985,2012.232,2011.71525,1.0335,0.48166126,0.542910004,0.061248744,0.006778881,0.007508766,0.297833355,184.1925903,9.0265,-1.307279907,-1.298902304,0.008377603,no
africa,CAMEROON,DJK,DJK-03,303,8,1513,Dja Somolomo Mono-dominant Block 2,Main Plot View,1,1,3.355111,12.722917,639,NA,0.002895965,346,345.5,345,0,1.002004008,-1.002004008,32.4939672,32.67662921,32.85929123,0,0.373925862,0.007869721,0.373925862,0.366056141,489.3830475,492.717651,496.0522546,0.043366025,0,6.725938287,0,0.000438121,6.726376408,0.043804146,6.682572262,0.699129683,0.698992587,0.698855491,-0.000274741,0.705371585,0.70537663,0.705381674,32.98944366,33.03516614,33.08088862,0.091628219,1.164648137,8,2.315484805,2012.232,2013.23,2012.731,0.998,1.365509553,1.374460444,0.008950892,0.019341743,0.019495473,0.043366025,72.75582242,9.0265,4.269829683,4.019323047,-0.250506636,no
africa,CAMEROON,DJK,DJK-03,303,9,1513,Dja Somolomo Mono-dominant Block 2,Main Plot View,1,1,3.355111,12.722917,639,0.003038313,0.006076626,345,344.5,344,1.048218029,2.096436059,-1.048218029,32.85929123,32.97444395,33.08959667,0.051454282,0.261347413,0.071391376,0.312801696,0.24141032,496.0522546,498.1892155,500.3261764,0.69393436,0.54281923,4.631117,0.004805413,0.000458438,5.179200081,0.699198211,4.48000187,0.698855491,0.69900578,0.699156069,0.000315071,0.705381674,0.705409418,0.705437162,33.08088862,33.11059219,33.14029576,0.062271631,0.913752743,26,7.547169811,2013.23,2014.184,2013.707,0.954,0.903131037,1.044083568,0.140952532,0.01300436,0.013501799,0.34696718,95.77777396,9.0265,-2.25673196,-1.585221647,0.671510312,no
africa,CAMEROON,DJK,DJK-04,304,1,1514,Dja Somolomo Mixed Block 2,Main Plot View,1,1,3.356972,12.72725,639,0.010688397,0.012826076,473,472.5,472,5.055611729,6.066734075,-1.011122346,23.20254278,23.29578525,23.38902772,0.040838322,0.327773892,0.180053125,0.368612214,0.18855909,247.6109614,248.9262169,250.2414724,1.623634497,0.209729776,4.073673197,0.026629403,0.002782426,4.312814803,1.653046326,2.659768476,0.60527907,0.605003552,0.604728033,-0.000557165,0.594863417,0.594753891,0.594644366,27.08045595,27.12266589,27.16487583,0.085358828,1.632518734,79,16.71957672,2005.192,2006.181,2005.6865,0.989,1.074172348,1.74177055,0.667598202,0.00562914,0.008723069,0.27060575,57.41284351,8.994,NA,NA,NA,no
africa,CAMEROON,DJK,DJK-04,304,2,1514,Dja Somolomo Mixed Block 2,Main Plot View,1,1,3.356972,12.72725,639,NA,0.012341616,472,469,466,0,5.825242718,-5.825242718,23.38902772,23.46057395,23.53212019,0,0.397940661,0.259015927,0.397940661,0.138924735,250.2414724,251.8697975,253.4981225,1.633151562,0,4.794947824,0.028451175,0.002679928,4.826078926,1.664282665,3.161796261,0.604728033,0.60453139,0.604334746,-0.000381833,0.594644366,0.595770195,0.596896024,27.16487583,27.21864863,27.27242143,0.104413208,2.012583858,38,8.102345416,2006.181,2007.211,2006.696,1.03,1.263498105,1.928568786,0.665070681,0.00674157,0.010289588,0.272191927,51.8519229,8.994,0.497303403,0.508434001,0.011130598,no
africa,CAMEROON,DJK,DJK-04,304,3,1514,Dja Somolomo Mixed Block 2,Main Plot View,1,1,3.356972,12.72725,639,0.008960011,0.004480006,466,467,468,4.175365344,2.087682672,2.087682672,23.53212019,23.72341098,23.91470177,0.03363357,0.391793168,0.026072268,0.425426738,0.39935447,253.4981225,255.8321656,258.1662086,0.137266703,0.227175376,4.782832563,0.002248816,0.002890059,5.015146814,0.142405578,4.872741237,0.604334746,0.605832266,0.607329787,0.003126348,0.596896024,0.597132164,0.597368303,27.27242143,27.29826176,27.32410209,0.053946408,2.128263977,28,5.995717345,2007.211,2008.169,2007.69,0.958,1.922200128,1.978376315,0.056176186,0.010434135,0.010307829,0.068633351,50.54650082,8.994,1.721272611,0.190209143,-1.531063468,no
africa,CAMEROON,DJK,DJK-04,304,4,1514,Dja Somolomo Mixed Block 2,Main Plot View,1,1,3.356972,12.72725,639,0.022556884,0.008202503,468,471.5,475,10.55662188,3.838771593,6.717850288,23.91470177,24.16259071,24.41047965,0.085859396,0.435584686,0.045649572,0.521444081,0.475794509,258.1662086,261.1157691,264.0653295,0.326598624,0.513281288,5.474661738,0.00638547,0.002659388,5.996987883,0.335643481,5.661344402,0.607329787,0.608186814,0.609043841,0.001644966,0.597368303,0.597401904,0.597435506,27.32410209,27.35485449,27.38560688,0.059025713,2.025097109,63,13.36161188,2008.169,2009.211,2008.69,1.042,2.192906822,2.322917439,0.130010617,0.012007093,0.01179884,0.081649656,43.04931304,8.994,0.788603165,0.981841069,0.193237903,no
africa,CAMEROON,DJK,DJK-04,304,5,1514,Dja Somolomo Mixed Block 2,Main Plot View,1,1,3.356972,12.72725,639,0.027984071,0.006457862,475,480,485,13.29243354,3.067484663,10.22494888,24.41047965,24.61025078,24.81002191,0.116577019,0.336430684,0.044477789,0.453007703,0.408529914,264.0653295,266.230664,268.3959984,0.319857201,0.600895039,4.147048949,0.005234174,0.002827303,4.756005464,0.327918678,4.428086787,0.609043841,0.608078273,0.607112705,-0.001974577,0.597435506,0.597393105,0.597350705,27.38560688,27.38356002,27.38151316,-0.004185807,1.751917992,37,7.708333333,2009.211,2010.189,2009.7,0.978,1.676890637,1.801071528,0.12418089,0.009225181,0.008786121,0.106619067,55.52250339,8.994,-1.221047144,-1.228695464,-0.00764832,no
africa,CAMEROON,DJK,DJK-04,304,6,1514,Dja Somolomo Mixed Block 2,Main Plot View,1,1,3.356972,12.72725,639,0.006151732,0.006151732,485,485,485,2.983590254,2.983590254,0,24.81002191,24.83748021,24.86493852,0.025356136,0.324168308,0.294908223,0.349524444,0.054616221,268.3959984,269.1521318,269.9082651,2.690457315,0.138376119,4.056075952,0.037597459,0.002751371,4.234800901,2.730806145,1.503994756,0.607112705,0.60713832,0.607163934,5.09E-05,0.597350705,0.598013543,0.59867638,27.38151316,27.39782057,27.41412798,0.032436414,1.517640503,76,15.67010309,2010.189,2011.1945,2010.69175,1.0055,0.560364076,1.577818197,1.017454121,0.00310102,0.008415095,0.896819105,63.37865809,8.994,-2.948416467,-0.52554027,2.422876196,no
africa,CAMEROON,DJK,DJK-04,304,7,1514,Dja Somolomo Mixed Block 2,Main Plot View,1,1,3.356972,12.72725,639,0.010013869,0.008011095,485,485,485,4.856726566,3.885381253,0,24.86493852,24.87614301,24.8873475,0.038606191,0.432158187,0.448997521,0.470764379,0.021766858,269.9082651,269.5272922,269.1463192,6.447394655,0.163062704,5.54421936,0.06258711,0.002680244,5.772549419,6.51266201,-0.740112591,0.607163934,0.606624824,0.606085714,-0.001047324,0.59867638,0.598139693,0.597603006,27.41412798,27.38219707,27.35026616,-0.062031879,2.009470617,38,7.835051546,2011.1945,2012.224,2011.70925,1.0295,-0.274208939,2.138707911,2.41291685,-0.001526005,0.011550457,1.611848664,46.75720302,8.994,-2.205510906,1.511300754,3.716811661,no
africa,CAMEROON,DJK,DJK-04,304,8,1514,Dja Somolomo Mixed Block 2,Main Plot View,1,1,3.356972,12.72725,639,0.016527901,0.012395926,485,486,487,8.016032064,6.012024048,2.004008016,24.8873475,24.56596296,24.24457843,0.065045606,0.416545124,1.125647915,0.481590729,-0.644057186,269.1463192,266.1572055,263.1680918,11.3641285,0.385904758,4.988015968,0.099377904,0.002772329,5.476070958,11.46627873,-5.990207772,0.606085714,0.60632379,0.606561866,0.000477106,0.597603006,0.601391272,0.605179538,27.35026616,27.15608259,26.96189903,-0.389145421,2.127428134,19,3.909465021,2012.224,2013.222,2012.723,0.998,-2.225632433,2.034607412,4.260239845,-0.01232553,0.010413395,1.894021416,49.14953098,8.994,-5.178885506,-0.292457174,4.886428331,no
africa,CAMEROON,DJK,DJK-04,304,9,1514,Dja Somolomo Mixed Block 2,Main Plot View,1,1,3.356972,12.72725,639,0.012780424,0.006390212,487,488.5,490,6.22406639,3.112033195,3.112033195,24.24457843,24.46506914,24.68555986,0.057349546,0.454004134,0.053904059,0.51135368,0.45744962,263.1680918,265.7992476,268.4304034,0.25833776,0.255815946,5.461351181,0.004414987,0.00286768,5.724449794,0.265620428,5.458829367,0.606561866,0.606419878,0.60627789,-0.000294581,0.605179538,0.605267515,0.605355492,26.96189903,26.98123424,27.00056946,0.040114557,2.387606735,15,3.07062436,2013.222,2014.186,2013.704,0.964,2.074274783,2.175206635,0.100931851,0.011174676,0.011283783,0.086112587,45.97264389,8.994,11.670782,0.253189435,-11.41759256,no
africa,CAMEROON,DJK,DJK-05,305,1,1515,Dja Somolomo Mono-dominant Block 3,Main Plot View,1,1,3.322,12.756,779,0.0027222,0.005444399,372,371.5,371,1.012658228,2.025316456,-1.012658228,33.74218165,33.87721869,34.01225573,0.008768623,0.453583943,0.188859825,0.462352565,0.27349274,497.0397731,499.6225539,502.2053347,2.40195361,0.058071311,7.57483078,0.038065442,0.000535789,7.671503321,2.440554841,5.23094848,0.708215054,0.708212085,0.708209115,-6.01E-06,0.70928797,0.709271811,0.709255653,31.95023985,31.99554073,32.0408416,0.091748606,1.800889497,39,10.49798116,2005.1715,2006.159,2005.66525,0.9875,1.052420503,1.543438521,0.491018018,0.014080615,0.020472516,1.200976805,64.79040056,9.0285,NA,NA,NA,no
africa,CAMEROON,DJK,DJK-05,305,2,1515,Dja Somolomo Mono-dominant Block 3,Main Plot View,1,1,3.322,12.756,779,0.005085694,0.012714235,371,369.5,368,1.886792453,4.716981132,-2.830188679,34.01225573,34.08626458,34.16027344,0.014967763,0.335861447,0.211189861,0.350829209,0.139639348,502.2053347,503.749802,505.2942693,2.550204269,0.081489452,5.382804105,0.023077253,0.000498088,5.487868898,2.57377961,2.914089288,0.708209115,0.707924933,0.707640751,-0.000536193,0.709255653,0.708910631,0.708565608,32.0408416,32.0869421,32.13304259,0.086982063,1.644499433,10,2.706359946,2006.159,2007.219,2006.689,1.06,0.580258529,1.092754003,0.512495474,0.007886575,0.014707115,0.510040854,91.51190454,9.0285,-2.263110322,-2.132976238,0.130134084,no
africa,CAMEROON,DJK,DJK-05,305,3,1515,Dja Somolomo Mono-dominant Block 3,Main Plot View,1,1,3.322,12.756,779,0.008581236,0.005720824,368,368.5,369,3.157894737,2.105263158,1.052631579,34.16027344,34.36308013,34.56588682,0.025470049,0.461216391,0.059724983,0.48668644,0.426961457,505.2942693,508.6689162,512.0435631,0.517405588,0.160686406,7.461238949,0.003421288,0.000555679,7.625902322,0.521382554,7.104519768,0.707640751,0.707092613,0.706544474,-0.001153975,0.708565608,0.708590916,0.708616223,32.13304259,32.15844498,32.18384737,0.053478718,2.159907967,5,1.356852103,2007.219,2008.169,2007.694,0.95,1.406016296,1.509200239,0.103183944,0.019279565,0.020385899,0.258702794,66.26025984,9.0285,4.169582567,2.127396442,-2.042186125,no
africa,CAMEROON,DJK,DJK-05,305,4,1515,Dja Somolomo Mono-dominant Block 3,Main Plot View,1,1,3.322,12.756,779,0.005161956,0.012904891,369,367.5,366,1.904761905,4.761904762,-2.857142857,34.56588682,34.6611081,34.75632938,0.015110313,0.37307086,0.206807304,0.388181172,0.181373868,512.0435631,514.3674077,516.6912523,2.07589074,0.097562294,6.404699123,0.028411642,0.000503407,6.531176466,2.104805789,4.426370677,0.706544474,0.706575472,0.706606469,5.90E-05,0.708616223,0.708841024,0.709065825,32.18384737,32.24136119,32.29887501,0.109550133,1.336996337,68,18.50340136,2008.169,2009.219,2008.694,1.05,0.864451972,1.275511877,0.411059906,0.012044546,0.017595327,0.415178148,78.39989714,9.0285,-2.678149091,-1.094725856,1.583423235,no
